Month,DayOfMonth,DayOfWeek,DepTime,Distance,UniqueCarrier,Origin,Dest,DepDelay,Label
3,5,2,1540,1910,WN,MCI,ELP,35,1
3,6,5,1525,852,WN,PIT,ELP,-2,0
3,6,4,1705,601,WN,HOU,SAT,0,0
3,4,6,2030,611,WN,PVD,PDX,-1,0
3,5,5,1955,569,WN,LAS,RDU,15,1
3,5,6,1630,178,WN,SMF,RDU,2,1
3,5,2,640,1910,WN,TUS,RDU,59,1
3,4,4,640,397,WN,ORF,BUR,-2,0
3,2,6,1305,587,WN,RNO,BUR,27,0
3,2,6,1710,1790,WN,BNA,PHX,35,0
3,2,4,940,395,WN,ORF,BNA,10,0
3,4,5,955,834,WN,MDW,TPA,7,0
3,2,4,1300,1999,WN,TUS,BDL,35,0
3,4,2,1135,587,WN,PVD,ELP,3,0
3,5,4,1820,178,WN,PIT,LAS,97,1
3,4,3,745,402,WN,LAS,STL,45,0
3,2,2,955,1999,WN,BWI,MCO,97,0
3,6,2,745,395,WN,LAX,SMF,27,0
3,5,3,1200,1073,WN,LAS,BNA,3,1
3,4,2,1955,852,WN,MCO,ELP,10,0
3,2,3,1135,601,WN,HOU,OAK,14,0
3,2,5,700,369,WN,MCI,PDX,59,0
3,2,3,1705,834,WN,MCO,PDX,-4,0
3,2,4,1200,192,WN,PIT,ELP,2,0
3,5,2,955,569,WN,DAL,PHX,0,1
3,6,4,1925,1910,WN,SMF,TPA,35,0
3,6,6,1525,587,WN,PVD,STL,6,0
3,3,2,1955,192,WN,MCO,BWI,8,0
3,3,3,1430,293,WN,DAL,BUR,12,0
3,5,3,1925,1073,WN,LAX,SMF,8,1
3,6,5,1710,611,WN,LAX,BWI,0,0
3,3,4,1955,1910,WN,BWI,SMF,13,0
3,6,3,1305,365,WN,MCO,BDL,-1,0
3,5,2,715,395,WN,RNO,BNA,29,1
3,2,3,1705,1073,WN,SMF,SAT,-2,0
3,6,2,840,1790,WN,DAL,PDX,27,0
3,2,2,850,852,WN,TUS,OAK,10,0
3,3,6,1820,251,WN,DAL,OAK,2,0
4,5,2,1605,1073,WN,RNO,PIT,-1,1
4,3,4,1300,1044,WN,SJC,MDW,59,0
4,6,2,1605,1044,WN,LAS,MHT,29,0
4,3,4,2030,2106,WN,PIT,RDU,27,0
4,5,3,1745,562,WN,SMF,OAK,29,1
4,2,5,740,395,WN,PVD,OAK,7,0
4,6,5,1200,587,WN,ORF,PDX,45,0
4,3,6,715,159,WN,DAL,PIT,-3,0
4,6,5,740,1044,WN,TUS,PIT,7,0
4,4,6,740,377,WN,SJC,ELP,3,0
4,3,6,1745,562,WN,SMF,BUR,3,0
4,6,3,1930,1044,WN,BUR,BDL,-4,0
4,2,4,1315,1999,WN,MDW,MDW,59,0
4,3,5,640,178,WN,RNO,SMF,3,0
4,3,5,940,834,WN,HOU,ISP,14,0
4,5,6,940,587,WN,PVD,DAL,29,1
4,5,4,1925,293,WN,PVD,DAL,-2,1
4,4,3,700,562,WN,ORF,TPA,-4,0
4,4,5,1200,365,WN,TPA,PDX,3,0
4,2,4,1925,159,WN,BUR,BNA,29,0
4,4,6,1305,402,WN,HOU,SAT,-4,0
4,3,5,715,402,WN,MDW,LAS,6,0
4,2,5,1540,2106,WN,MDW,STL,15,0
4,4,2,1745,192,WN,LAS,ISP,3,0
4,6,5,940,1999,WN,DAL,SAT,15,0
4,5,3,940,377,WN,ORF,LAS,7,1
4,5,6,850,834,WN,MCI,MDW,12,1
4,3,2,1630,611,WN,MDW,ELP,6,0
4,5,3,1930,1910,WN,BUR,PIT,45,1
4,6,6,640,1999,WN,MCO,DAL,-4,0
4,2,3,1200,714,WN,RNO,FLL,15,0
4,5,5,1135,601,WN,MCO,TPA,8,1
4,4,6,1430,1044,WN,PVD,SAT,15,0
4,5,2,745,1959,WN,LAS,MCO,15,1
4,4,4,1705,239,WN,BUR,SAT,59,0
4,4,4,1540,377,WN,PVD,LAS,45,0
4,5,6,1305,395,WN,PHX,ELP,-4,1
4,4,5,850,1910,WN,LAS,PIT,29,0
4,6,4,1705,562,WN,PHX,BNA,3,0
4,4,3,1200,834,WN,PIT,TPA,10,0
4,2,4,740,612,WN,SMF,DAL,97,0
4,4,2,1605,1073,WN,PHX,MHT,3,0
4,6,4,1200,397,WN,ORF,LBB,8,0
4,4,3,1710,1910,WN,PVD,FLL,29,0
4,5,6,2030,178,WN,HOU,PIT,29,1
4,4,3,1300,1790,WN,RNO,BUR,8,0
4,3,6,1300,587,WN,DAL,PDX,8,0
4,6,6,850,251,WN,TUS,PIT,2,0
4,5,2,1430,1910,WN,BWI,LBB,-1,1
4,3,3,1820,397,WN,LAS,STL,97,0
4,2,6,840,377,WN,PHX,LBB,45,0
4,4,5,740,569,WN,PVD,DAL,45,0
4,4,4,1710,1959,WN,BNA,PIT,35,0
4,2,3,850,1790,WN,ORF,LBB,13,0
4,3,6,940,612,WN,RNO,STL,0,0
4,6,2,715,397,WN,TUS,OAK,-2,0
4,4,4,1930,239,WN,ORF,LBB,-3,0
4,6,2,840,251,WN,PIT,BUR,2,0
4,6,5,1315,397,WN,RNO,SAT,6,0
4,3,6,700,402,WN,ORF,SAT,14,0
4,5,5,745,1959,WN,MCO,TPA,59,1
4,3,2,700,587,WN,LAS,MHT,59,0
4,4,4,740,612,WN,LAX,PDX,13,0
4,4,6,1200,377,WN,SJC,LAS,7,0
4,2,4,1925,397,WN,LAX,SAT,2,0
4,4,3,1820,1910,WN,DAL,RDU,8,0
4,5,3,1200,1910,WN,RNO,SAT,10,1
4,4,3,1925,1790,WN,HOU,BNA,59,0
4,5,6,1540,569,WN,TPA,MCO,27,1
4,6,6,955,369,WN,PHX,PIT,12,0
4,5,6,715,192,WN,TPA,FLL,14,1
4,4,2,1200,159,WN,DAL,FLL,59,0
4,3,6,1820,402,WN,PHX,ISP,14,0
4,2,2,1745,612,WN,ORF,SAT,27,0
4,5,4,1930,562,WN,HOU,LAS,0,1
4,3,2,1430,714,WN,SMF,PDX,-2,0
4,6,6,1925,1999,WN,LAX,OAK,6,0
4,2,5,955,178,WN,MCO,RDU,45,0
4,2,4,1820,601,WN,HOU,ISP,2,0
4,3,4,1745,1910,WN,BUR,BDL,8,0
4,6,2,715,1999,WN,SMF,ELP,27,0
4,6,3,640,1959,WN,RNO,MHT,-4,0
4,5,6,700,834,WN,BWI,BNA,6,1
4,3,3,940,852,WN,MCO,MHT,2,0
4,3,2,1135,159,WN,LAX,BWI,35,0
4,4,2,955,402,WN,LAS,DAL,59,0
4,4,4,1925,569,WN,MDW,PIT,-4,0
4,3,5,2030,178,WN,TPA,BUR,2,0
4,5,4,2030,369,WN,DAL,MCO,-3,1
4,2,4,1540,714,WN,LAS,SAT,14,0
4,6,2,955,1073,WN,PIT,SMF,59,0
4,2,6,1955,1910,WN,MCO,ISP,8,0
4,5,2,1745,569,WN,ORF,MHT,12,1
4,6,2,1305,1959,WN,DAL,FLL,29,0
4,6,4,1820,612,WN,SMF,DAL,14,0
4,2,4,740,562,WN,PVD,BUR,0,0
4,2,5,2030,714,WN,MDW,ELP,8,0
4,2,3,955,587,WN,BUR,STL,7,0
4,6,3,700,251,WN,BWI,PHX,13,0
4,5,5,1630,377,WN,SMF,LBB,35,1
4,6,6,715,2106,WN,SMF,LAS,-1,0
4,3,3,1820,192,WN,BWI,BUR,-4,0
4,5,6,740,612,WN,PHX,SMF,29,1
4,6,3,1705,377,WN,PVD,ISP,-2,0
4,3,2,1820,1999,WN,BWI,RDU,2,0
4,6,6,1745,377,WN,BNA,BWI,7,0
4,5,6,2030,239,WN,BUR,MHT,3,1
4,6,3,1630,159,WN,SJC,PIT,-1,0
4,5,3,1315,402,WN,TPA,OAK,2,1
4,5,6,1300,402,WN,PVD,ISP,12,1
4,6,2,700,402,WN,BNA,SMF,14,0
4,3,3,745,397,WN,PIT,SMF,97,0
4,3,5,1315,601,WN,PIT,BDL,45,0
4,5,6,1630,178,WN,RNO,DAL,7,1
4,6,4,1955,377,WN,BNA,SMF,7,0
4,6,6,1745,365,WN,SJC,TPA,-1,0
4,4,2,640,1910,WN,BNA,PHX,10,0
4,4,2,1630,239,WN,MCI,PDX,10,0
4,2,5,715,1999,WN,ORF,BWI,8,0
4,6,6,850,1999,WN,TUS,ELP,59,0
4,5,3,1930,714,WN,BNA,SAT,12,1
4,4,3,1955,395,WN,DAL,PIT,6,0
4,4,2,1925,293,WN,ORF,LAS,97,0
4,2,2,1605,1959,WN,MDW,MHT,-4,0
4,5,2,1525,714,WN,LAX,BDL,14,1
4,2,6,1540,239,WN,BUR,PIT,27,0
4,2,2,2205,377,WN,HOU,MHT,10,0
4,6,4,1200,852,WN,PIT,STL,35,0
4,4,3,1300,369,WN,SMF,STL,0,0
4,3,5,1305,395,WN,SMF,LBB,12,0
4,5,6,955,178,WN,LAX,LBB,35,1
4,3,5,1630,369,WN,TUS,LAS,0,0
4,5,4,2030,251,WN,RNO,BUR,10,1
4,2,6,1525,1044,WN,ORF,PDX,35,0
4,4,6,1710,178,WN,LAX,BNA,45,0
4,6,6,2205,377,WN,PVD,SMF,-1,0
4,3,5,1135,159,WN,MDW,SMF,59,0
4,3,6,940,852,WN,TPA,BDL,59,0
4,2,3,1200,377,WN,ORF,ELP,27,0
4,6,2,1540,1034,WN,PIT,PHX,97,0
4,5,3,1135,293,WN,PVD,ELP,12,1
4,5,6,1305,192,WN,BNA,FLL,-4,1
4,4,4,740,377,WN,RNO,ISP,-2,0
4,3,5,1955,2106,WN,LAX,BNA,-2,0
4,5,5,1605,1999,WN,MCO,FLL,-2,1
4,4,2,1135,395,WN,MCI,BWI,29,0
4,5,3,1315,159,WN,PHX,SMF,45,1
4,2,4,745,1034,WN,HOU,BWI,12,0
4,6,5,840,611,WN,TUS,RDU,3,0
4,4,3,1955,1959,WN,PVD,OAK,7,0
4,3,4,850,612,WN,LAX,TPA,27,0
4,3,6,745,1910,WN,BNA,BWI,35,0
4,6,2,740,601,WN,BUR,PIT,8,0
4,6,3,955,714,WN,MCI,BNA,2,0
4,4,6,1540,834,WN,LAS,TPA,45,0
4,5,5,940,239,WN,SMF,SAT,13,1
4,2,4,1135,1790,WN,DAL,PIT,3,0
4,5,6,1705,852,WN,TPA,BWI,-3,1
4,5,4,955,1034,WN,MDW,OAK,8,1
4,2,3,700,365,WN,DAL,SMF,59,0
4,6,5,1605,714,WN,HOU,STL,12,0
4,3,6,2205,293,WN,TPA,TPA,10,0
4,6,4,1630,1034,WN,PIT,BUR,59,0
4,3,5,1525,1044,WN,LAS,SMF,6,0
4,2,2,1430,1073,WN,BWI,MDW,45,0
4,3,4,640,1044,WN,MCO,FLL,59,0
4,3,3,1525,178,WN,TUS,BDL,15,0
4,2,2,745,377,WN,DAL,BNA,3,0
4,2,3,1705,402,WN,MCO,MHT,13,0
4,5,5,1820,1044,WN,HOU,ELP,13,1
4,6,5,700,1999,WN,ORF,TPA,7,0
4,2,6,2030,852,WN,LAS,BDL,-3,0
4,2,3,2205,377,WN,MDW,MCO,13,0
4,3,2,1315,601,WN,LAS,FLL,-3,0
4,6,5,1525,192,WN,BUR,ELP,35,0
4,6,6,715,369,WN,PHX,DAL,45,0
4,4,5,1300,852,WN,DAL,STL,0,0
4,6,6,715,239,WN,BNA,PHX,13,0
4,3,6,1630,377,WN,BNA,SMF,45,0
4,2,6,2030,834,WN,BUR,PDX,-4,0
4,6,6,640,239,WN,MCO,BUR,6,0
4,5,2,1300,714,WN,RNO,MCO,6,1
4,6,4,840,2106,WN,ORF,OAK,27,0
4,2,5,745,852,WN,PVD,SMF,0,0
4,6,3,1630,395,WN,BWI,MCO,8,0
4,2,3,1930,587,WN,TPA,DAL,2,0
4,3,5,1745,1959,WN,MCO,FLL,7,0
4,6,3,1525,1959,WN,MCO,LBB,29,0
4,3,4,715,1910,WN,SMF,PHX,13,0
4,5,2,1135,293,WN,PHX,BWI,29,1
4,2,5,715,1034,WN,TPA,LBB,8,0
4,5,3,745,159,WN,SMF,BWI,27,1
4,6,6,850,612,WN,PVD,BWI,10,0
4,2,3,1605,192,WN,SJC,PHX,3,0
4,2,2,1705,611,WN,SMF,DAL,10,0
4,5,6,1710,601,WN,DAL,STL,-2,1
4,6,3,1630,562,WN,SJC,BUR,-4,0
4,2,5,955,365,WN,MCO,DAL,7,0
4,3,2,1135,178,WN,LAS,OAK,10,0
4,3,6,1605,562,WN,HOU,SMF,59,0
4,4,2,1930,587,WN,TUS,PIT,-4,0
4,6,3,1200,587,WN,SMF,OAK,3,0
4,6,5,1955,1910,WN,TPA,MDW,2,0
4,3,2,2205,377,WN,LAX,PHX,29,0
4,6,2,1540,178,WN,BWI,PDX,-1,0
4,4,5,1300,251,WN,RNO,SMF,-4,0
4,6,5,1705,562,WN,TPA,BWI,35,0
4,2,4,1745,834,WN,BWI,MDW,-3,0
4,5,3,640,569,WN,BNA,PDX,10,1
4,5,3,1705,1073,WN,MCO,LAS,0,1
4,3,2,840,1034,WN,SMF,BUR,0,0
4,3,6,1605,1910,WN,MCI,LAS,27,0
4,4,4,1315,1910,WN,MDW,ELP,-4,0
4,3,3,1135,562,WN,BNA,FLL,35,0
4,4,5,1705,365,WN,MCO,MDW,6,0
4,4,4,1925,562,WN,LAS,RDU,97,0
4,2,4,2205,714,WN,PVD,DAL,2,0
4,4,3,1925,1910,WN,ORF,LBB,35,0
4,6,2,1430,611,WN,DAL,MCO,7,0
4,5,2,1135,1999,WN,PIT,TPA,13,1
4,6,3,850,852,WN,RNO,MCO,-3,0
4,6,4,850,2106,WN,BWI,SMF,29,0
4,3,4,2205,601,WN,DAL,ISP,-2,0
4,2,6,1605,1959,WN,DAL,BDL,6,0
4,5,3,1605,714,WN,HOU,LAS,-1,1
4,4,2,1925,397,WN,MDW,TPA,14,0
4,6,4,940,2106,WN,DAL,FLL,2,0
4,6,4,715,397,WN,BUR,BNA,-4,0
4,6,4,1710,562,WN,BUR,PIT,3,0
4,2,5,1820,601,WN,PVD,BNA,7,0
4,4,2,1705,293,WN,ORF,ISP,13,0
4,4,4,1630,1959,WN,RNO,FLL,12,0
4,5,2,1820,1073,WN,HOU,MDW,3,1
4,3,3,1315,587,WN,LAX,ELP,14,0
4,5,2,740,369,WN,PHX,PDX,0,1
4,6,6,1315,1790,WN,BNA,MDW,2,0
4,5,4,2205,1073,WN,LAS,MDW,-3,1
4,6,3,1200,239,WN,LAX,PIT,15,0
4,6,4,955,714,WN,BWI,BDL,29,0
4,2,3,940,178,WN,MDW,LAS,15,0
4,4,4,850,601,WN,BUR,PIT,6,0
4,5,6,1930,569,WN,BWI,SAT,-1,1
4,2,2,1930,1959,WN,HOU,STL,29,0
4,6,5,1135,612,WN,PVD,TPA,0,0
4,3,4,840,397,WN,MDW,ISP,45,0
4,6,2,940,834,WN,BUR,SAT,-3,0
4,4,6,740,365,WN,PIT,TPA,8,0
4,6,3,1525,402,WN,MCO,SAT,97,0
4,2,6,2030,365,WN,SMF,ISP,-4,0
4,2,3,1955,293,WN,MDW,BNA,0,0
4,3,5,2205,587,WN,PHX,RDU,59,0
4,4,4,740,2106,WN,BUR,ELP,15,0
4,3,6,850,1073,WN,SMF,PDX,13,0
4,6,6,700,369,WN,TUS,TPA,6,0
4,3,5,1955,1034,WN,DAL,MDW,97,0
4,3,2,840,239,WN,DAL,BNA,29,0
4,5,6,1710,587,WN,PHX,LAS,8,1
4,6,3,700,402,WN,DAL,BDL,35,0
4,2,3,1930,611,WN,RNO,STL,15,0
4,5,4,850,365,WN,BWI,SMF,27,1
4,4,4,1605,377,WN,HOU,SAT,15,0
4,5,4,1305,402,WN,RNO,LBB,-4,1
4,4,2,1710,402,WN,RNO,BNA,10,0
4,3,4,1925,251,WN,DAL,SMF,13,0
4,3,3,1710,1034,WN,MCI,ISP,-3,0
4,5,4,640,397,WN,BUR,PIT,14,1
4,2,5,1305,1073,WN,BNA,TPA,0,0
4,3,4,1525,395,WN,TPA,BDL,13,0
4,4,4,2030,612,WN,BWI,TPA,14,0
4,4,4,840,587,WN,DAL,TPA,10,0
4,4,3,715,1073,WN,TPA,OAK,3,0
4,2,5,1705,562,WN,RNO,PIT,10,0
4,6,5,715,251,WN,RNO,BDL,45,0
4,3,6,1820,1034,WN,PHX,FLL,45,0
4,6,6,840,612,WN,PVD,ELP,-3,0
4,3,3,1430,834,WN,TUS,PHX,97,0
4,3,2,1315,612,WN,MCI,FLL,-2,0
4,2,4,1630,397,WN,MCO,PHX,10,0
4,3,5,840,587,WN,PHX,LBB,14,0
4,2,2,1540,1959,WN,ORF,MHT,-3,0
4,3,4,1200,1959,WN,SJC,STL,7,0
4,2,5,745,365,WN,BWI,LAS,15,0
4,4,2,1930,402,WN,DAL,DAL,-4,0
4,3,4,1540,293,WN,MCO,LAS,-4,0
4,2,3,1540,369,WN,LAX,LAS,2,0
4,6,2,2205,569,WN,RNO,ISP,29,0
4,2,6,1540,239,WN,BUR,RDU,12,0
4,5,6,1430,178,WN,MDW,BNA,12,1
4,2,3,1605,562,WN,BNA,SAT,15,0
4,5,5,1630,293,WN,MCI,LBB,-1,1
4,6,6,745,377,WN,LAX,BWI,35,0
4,5,5,745,611,WN,PVD,ELP,27,1
4,2,4,2205,159,WN,SMF,TPA,3,0
4,4,2,840,1910,WN,RNO,MCO,27,0
4,2,6,1525,395,WN,SJC,LAS,13,0
4,4,6,1135,611,WN,TUS,ISP,-1,0
4,4,3,940,1790,WN,RNO,BWI,13,0
4,5,5,1540,834,WN,BNA,MCO,-1,1
4,5,6,1300,587,WN,ORF,ISP,35,1
4,3,2,1930,587,WN,LAX,STL,-2,0
4,4,5,1315,293,WN,SMF,LBB,7,0
4,2,4,1300,562,WN,PVD,ELP,12,0
4,4,3,745,612,WN,HOU,PHX,97,0
4,4,2,1315,562,WN,MCI,MCO,27,0
4,4,6,1200,852,WN,PHX,PHX,-1,0
4,2,3,940,569,WN,SJC,TPA,-2,0
4,4,5,1605,293,WN,HOU,LBB,97,0
4,2,3,1605,397,WN,SMF,BNA,2,0
4,3,2,1200,178,WN,BNA,DAL,12,0
4,6,4,2030,1999,WN,SMF,SMF,12,0
4,2,4,2205,1034,WN,RNO,SAT,13,0
4,6,2,840,159,WN,HOU,FLL,14,0
4,2,6,1525,239,WN,PVD,PHX,14,0
4,6,2,745,395,WN,PIT,MCO,2,0
4,3,6,745,251,WN,DAL,PHX,27,0
4,6,3,1305,1910,WN,LAX,DAL,59,0
4,4,3,700,1034,WN,BWI,ISP,-4,0
4,2,2,1925,1034,WN,MDW,BDL,3,0
4,5,2,640,601,WN,RNO,ISP,14,1
4,4,6,1315,397,WN,SMF,STL,6,0
4,4,5,1135,562,WN,BNA,PIT,10,0
4,2,3,1315,612,WN,HOU,BUR,12,0
4,6,2,1925,1044,WN,TUS,ELP,6,0
4,5,4,940,377,WN,PHX,TPA,6,1
4,4,6,1135,402,WN,HOU,MCO,15,0
4,3,5,1525,852,WN,PHX,PIT,12,0
4,2,5,1605,293,WN,SJC,BUR,35,0
4,5,3,1305,1999,WN,LAX,PDX,-1,1
4,5,6,1305,293,WN,SJC,LAS,13,1
4,4,2,1630,562,WN,TPA,FLL,14,0
4,4,4,1930,1999,WN,MDW,MHT,0,0
4,4,2,1955,1073,WN,RNO,RDU,6,0
4,6,3,745,402,WN,BWI,PIT,35,0
4,6,6,1705,612,WN,MCI,FLL,3,0
4,3,6,715,377,WN,PHX,BWI,6,0
4,6,3,1305,1034,WN,MCI,OAK,6,0
4,4,2,640,1910,WN,PIT,BNA,8,0
4,5,5,1525,1044,WN,PIT,SAT,-2,1
4,3,2,2205,178,WN,PHX,ISP,-1,0
4,6,2,850,1073,WN,SJC,ISP,-2,0
4,4,5,1820,611,WN,MCO,PIT,15,0
4,6,6,1525,569,WN,LAS,STL,14,0
4,5,2,1430,562,WN,PHX,MHT,35,1
4,3,3,745,601,WN,MDW,DAL,12,0
4,2,5,1525,1034,WN,PIT,ELP,6,0
4,4,3,1305,714,WN,TUS,RDU,-2,0
4,5,4,700,834,WN,BWI,LAS,12,1
4,2,6,1315,612,WN,PHX,LAS,3,0
4,6,5,1430,377,WN,PHX,MCO,8,0
4,5,5,2205,397,WN,LAX,PHX,29,1
4,6,6,1705,1959,WN,BUR,PDX,14,0
4,6,5,1135,402,WN,RNO,PIT,-1,0
4,6,2,640,395,WN,DAL,DAL,27,0
4,6,2,1710,1044,WN,SJC,OAK,13,0
4,3,5,1925,1999,WN,PVD,BUR,-1,0
4,2,3,1705,369,WN,LAS,MHT,15,0
4,4,6,1540,402,WN,DAL,BUR,35,0
4,4,2,1820,1073,WN,HOU,PIT,8,0
4,2,5,1705,395,WN,MDW,BDL,13,0
4,5,6,840,1073,WN,PHX,STL,-3,1
4,5,2,1525,714,WN,SJC,STL,15,1
4,4,5,745,1044,WN,MDW,PDX,7,0
4,6,4,1745,178,WN,BWI,MHT,10,0
4,3,2,740,365,WN,PVD,PHX,7,0
4,6,4,1925,1959,WN,MCO,MDW,15,0
4,5,4,745,192,WN,PVD,RDU,6,1
4,5,4,640,1073,WN,LAX,RDU,2,1
4,2,6,1745,1790,WN,MDW,OAK,0,0
4,4,6,1710,178,WN,SMF,FLL,35,0
4,5,2,700,369,WN,LAX,SAT,3,1
4,2,3,1200,834,WN,RNO,LAS,2,0
4,4,2,1200,239,WN,PVD,LBB,-1,0
4,3,4,955,377,WN,SMF,LBB,2,0
4,5,3,715,587,WN,SMF,PHX,59,1
4,4,2,1605,159,WN,BUR,OAK,-2,0
4,4,4,1315,1999,WN,MCO,FLL,8,0
4,4,4,850,377,WN,PVD,BNA,2,0
4,5,5,1820,397,WN,BWI,MDW,0,1
4,2,5,1305,178,WN,LAS,PIT,3,0
4,4,4,1305,601,WN,TPA,FLL,-1,0
4,4,2,1955,1959,WN,BWI,PHX,35,0
4,5,2,1705,852,WN,LAX,BDL,6,1
4,2,2,1630,562,WN,LAX,BUR,35,0
4,2,5,1525,178,WN,MDW,BNA,-2,0
4,3,2,2205,192,WN,ORF,PIT,6,0
4,5,3,640,569,WN,DAL,BNA,29,1
4,6,2,1430,1999,WN,PIT,BWI,3,0
4,3,2,1705,611,WN,RNO,MDW,-3,0
4,5,5,1930,714,WN,TPA,BUR,59,1
4,6,3,1305,178,WN,BWI,SAT,-1,0
4,3,5,1705,562,WN,ORF,ELP,10,0
4,6,3,955,612,WN,BWI,LAS,8,0
4,2,6,2205,1910,WN,SMF,BWI,7,0
4,6,3,940,569,WN,PIT,SAT,59,0
4,3,6,1925,402,WN,MDW,ELP,15,0
4,2,4,1605,834,WN,LAX,ISP,-1,0
4,2,3,1315,714,WN,MCI,LAS,29,0
4,3,4,1200,239,WN,MCI,LBB,35,0
4,3,4,740,178,WN,BWI,OAK,29,0
4,4,6,1820,178,WN,ORF,LBB,10,0
4,4,4,2030,402,WN,ORF,BNA,6,0
4,6,6,1300,714,WN,LAS,MHT,-1,0
4,5,2,940,395,WN,HOU,BUR,2,1
4,3,6,745,192,WN,TUS,ELP,15,0
4,5,6,1430,369,WN,TPA,MCO,-1,1
4,2,4,1710,377,WN,MDW,BWI,2,0
4,3,2,840,587,WN,PHX,BNA,35,0
4,2,5,2205,569,WN,PIT,BDL,-1,0
4,4,2,840,611,WN,SMF,ELP,29,0
4,4,5,1200,377,WN,LAS,PHX,15,0
4,6,3,2205,395,WN,PIT,BNA,29,0
4,6,3,1430,611,WN,LAX,BDL,-1,0
4,4,6,850,395,WN,SMF,PIT,27,0
4,2,6,2205,402,WN,ORF,STL,7,0
4,3,5,1745,402,WN,RNO,PDX,8,0
4,6,3,940,365,WN,LAX,LAS,7,0
4,4,2,1630,834,WN,SMF,LAS,12,0
4,3,2,740,239,WN,MCI,BWI,-3,0
4,3,3,1300,377,WN,PHX,SMF,45,0
4,6,6,715,1790,WN,TUS,LAS,97,0
4,4,2,2030,611,WN,PVD,PIT,12,0
4,4,2,850,178,WN,ORF,PIT,45,0
4,3,5,2205,562,WN,PIT,RDU,59,0
4,3,3,715,569,WN,LAS,ELP,7,0
4,3,4,1745,587,WN,TPA,RDU,-1,0
4,6,4,1430,612,WN,PIT,PHX,3,0
4,3,5,1315,1999,WN,TPA,DAL,8,0
4,4,3,745,1034,WN,TUS,BWI,-4,0
4,6,6,1300,192,WN,SJC,MCO,-1,0
4,3,6,1630,293,WN,BNA,LBB,2,0
4,5,6,1430,1959,WN,HOU,OAK,-1,1
4,4,3,1315,1044,WN,BUR,ELP,7,0
4,4,2,2030,834,WN,SMF,BWI,59,0
4,5,6,1525,159,WN,DAL,MDW,29,1
4,3,3,940,178,WN,BWI,ISP,7,0
4,3,5,1820,377,WN,SJC,LBB,45,0
4,6,6,1930,1959,WN,RNO,STL,10,0
4,6,3,1605,159,WN,RNO,LAS,6,0
4,2,3,850,1959,WN,TUS,MCO,15,0
4,6,4,1540,251,WN,LAS,BWI,45,0
4,6,5,955,562,WN,SJC,PDX,45,0
4,5,5,1525,2106,WN,ORF,BWI,-1,1
4,6,6,1300,293,WN,ORF,TPA,12,0
4,3,3,1745,1910,WN,TUS,BDL,8,0
4,4,3,840,852,WN,MCO,BDL,6,0
4,6,3,1300,1034,WN,TPA,ISP,7,0
4,2,3,700,377,WN,HOU,ELP,7,0
4,6,6,1305,377,WN,DAL,BUR,-4,0
4,6,4,1925,1910,WN,MCO,MDW,45,0
4,2,4,955,601,WN,MCO,LAS,13,0
4,6,3,1200,1073,WN,DAL,MCO,-2,0
4,3,6,1605,402,WN,BUR,PDX,45,0
4,3,4,1745,1044,WN,PHX,STL,2,0
4,4,3,955,569,WN,RNO,BDL,10,0
4,4,6,745,239,WN,SMF,LBB,6,0
4,5,6,1200,1790,WN,BUR,PIT,97,1
4,5,3,1135,562,WN,DAL,BDL,-1,1
4,2,3,940,293,WN,ORF,BWI,-4,0
4,4,2,1605,587,WN,ORF,SMF,2,0
4,6,6,1540,1044,WN,TUS,STL,7,0
4,6,5,700,369,WN,SJC,SMF,97,0
4,5,5,1745,562,WN,ORF,STL,35,1
4,6,4,1305,1790,WN,MCI,PIT,97,0
4,5,2,940,569,WN,BUR,MCO,59,1
4,5,4,1200,293,WN,LAX,PIT,97,1
4,4,5,745,1044,WN,PVD,MHT,12,0
4,5,3,1200,714,WN,ORF,MCO,27,1
4,6,4,700,1790,WN,BUR,SMF,-1,0
4,5,6,640,159,WN,MCO,LAS,-2,1
4,2,4,2205,714,WN,PVD,SAT,15,0
4,4,3,1745,365,WN,BUR,BUR,8,0
4,5,2,1300,569,WN,TPA,LAS,6,1
4,3,4,2030,395,WN,RNO,TPA,-2,0
4,5,4,740,239,WN,RNO,BNA,15,1
4,5,6,1820,1999,WN,MCO,SAT,35,1
4,5,4,1200,2106,WN,BWI,SMF,29,1
4,2,6,715,369,WN,MCI,LAS,29,0
4,6,6,1430,601,WN,MCO,SAT,27,0
4,5,3,1135,1034,WN,SJC,PHX,97,1
4,2,4,840,192,WN,BUR,DAL,-4,0
4,4,6,1305,2106,WN,TPA,LBB,2,0
4,2,4,1305,377,WN,TPA,SAT,59,0
4,4,2,1630,1044,WN,RNO,MCO,35,0
4,3,3,1930,1910,WN,BNA,BNA,14,0
4,4,2,1705,293,WN,RNO,BUR,7,0
4,3,5,715,159,WN,LAS,STL,15,0
4,6,6,850,569,WN,HOU,MHT,8,0
4,3,5,1925,1034,WN,TPA,MDW,-1,0
4,2,5,1135,1910,WN,BNA,ISP,15,0
4,6,4,745,377,WN,PVD,STL,6,0
4,3,4,2205,2106,WN,DAL,PHX,10,0
4,5,3,2205,365,WN,TPA,ISP,6,1
4,4,2,1315,1959,WN,RNO,LBB,-2,0
4,2,4,2205,612,WN,MCO,LBB,2,0
4,4,3,955,1959,WN,TPA,OAK,12,0
4,4,3,1200,178,WN,SMF,LAS,-4,0
